method,stage,t,d_median,d_q25,d_q75,tau,n_rollouts
ewc,4,260,6.1394,5.4563,6.7534,3.8298,30
ewc,4,265,6.0614,5.0603,6.8008,3.8298,30
ewc,4,270,6.0082,5.0529,6.7571,3.8298,30
ewc,4,275,6.0325,5.0989,6.7947,3.8298,30
ewc,4,280,6.0788,5.1361,6.8301,3.8298,30
ewc,4,285,6.3497,5.5591,6.8900,3.8298,30
ewc,4,290,6.3189,5.6874,6.9352,3.8298,30
ewc,4,295,6.2288,5.7635,6.9501,3.8298,30
frozen,1,0,1.1531,1.0286,1.4605,3.8298,30
frozen,1,5,1.1498,1.0436,1.4486,3.8298,30
frozen,1,10,1.1590,1.0329,1.4465,3.8298,30
frozen,1,15,1.1921,1.0453,1.4515,3.8298,30
frozen,1,20,1.1991,1.0610,1.4450,3.8298,30
frozen,1,25,1.1730,1.0414,1.4349,3.8298,30
frozen,1,30,1.1633,1.0747,1.4494,3.8298,30
frozen,1,35,1.1902,1.0767,1.4534,3.8298,30
frozen,1,40,1.3131,1.0744,1.5234,3.8298,30
frozen,1,45,1.5319,1.2456,1.6782,3.8298,30
frozen,1,50,1.6126,1.3528,1.8692,3.8298,30
frozen,1,55,1.8278,1.5332,2.0926,3.8298,30
frozen,1,60,1.8481,1.7013,2.2395,3.8298,30
frozen,1,65,1.7892,1.6756,2.0471,3.8298,30
frozen,1,70,1.7340,1.5415,2.0719,3.8298,30
frozen,1,75,1.8450,1.5809,2.1782,3.8298,30
frozen,1,80,1.8725,1.6231,2.2616,3.8298,30
frozen,1,85,1.8551,1.6348,2.2616,3.8298,30
frozen,1,90,1.8725,1.6348,2.2616,3.8298,30
frozen,1,95,1.8725,1.6348,2.3333,3.8298,30
frozen,1,100,1.8725,1.6348,2.3333,3.8298,30
frozen,1,105,1.8725,1.6348,2.2937,3.8298,30
frozen,1,110,1.8725,1.6348,2.2748,3.8298,30
frozen,1,115,1.8725,1.6348,2.3333,3.8298,30
frozen,1,120,1.8725,1.6348,2.3333,3.8298,30
frozen,1,125,1.8725,1.6348,2.3333,3.8298,30
frozen,1,130,1.8725,1.6348,2.3333,3.8298,30
frozen,1,135,1.8725,1.6348,2.3333,3.8298,30
frozen,1,140,1.8725,1.6348,2.3333,3.8298,30
frozen,1,145,1.8725,1.6348,2.3333,3.8298,30
frozen,1,150,1.8725,1.6348,2.3333,3.8298,30
frozen,1,155,1.8725,1.6348,2.3333,3.8298,30
frozen,1,160,1.8725,1.6348,2.3333,3.8298,30
frozen,1,165,1.8725,1.6348,2.3333,3.8298,30
frozen,1,170,1.8725,1.6348,2.3333,3.8298,30
frozen,1,175,1.8725,1.6348,2.3333,3.8298,30
frozen,1,180,1.8725,1.6348,2.3333,3.8298,30
frozen,1,185,1.8725,1.6348,2.3333,3.8298,30
frozen,1,190,1.8725,1.6348,2.3333,3.8298,30
frozen,1,195,1.8725,1.6348,2.3333,3.8298,30
frozen,1,200,1.8725,1.6348,2.3333,3.8298,30
frozen,1,205,1.8725,1.6348,2.3333,3.8298,30
frozen,1,210,1.8725,1.6348,2.3333,3.8298,30
frozen,1,215,1.8725,1.6348,2.3333,3.8298,30
frozen,1,220,1.8725,1.6348,2.3333,3.8298,30
frozen,1,225,1.8725,1.6348,2.3333,3.8298,30
frozen,1,230,1.8725,1.6348,2.3333,3.8298,30
frozen,1,235,1.8725,1.6348,2.3333,3.8298,30
frozen,1,240,1.8725,1.6348,2.3333,3.8298,30
frozen,1,245,1.8725,1.6348,2.3333,3.8298,30
frozen,1,250,1.8725,1.6348,2.3333,3.8298,30
frozen,1,255,1.8725,1.6348,2.3333,3.8298,30
frozen,1,260,1.8725,1.6348,2.3333,3.8298,30
frozen,1,265,1.8725,1.6348,2.3333,3.8298,30
frozen,1,270,1.8725,1.6348,2.3333,3.8298,30
frozen,1,275,1.8725,1.6348,2.3333,3.8298,30
frozen,1,280,1.8725,1.6348,2.3333,3.8298,30
frozen,1,285,1.8725,1.6348,2.3333,3.8298,30
frozen,1,290,1.8725,1.6348,2.3333,3.8298,30
frozen,1,295,1.8725,1.6348,2.3333,3.8298,30
frozen,2,0,1.1661,1.0266,1.4612,3.8298,30
frozen,2,5,1.1603,1.0213,1.4478,3.8298,30
frozen,2,10,1.1706,1.0668,1.4518,3.8298,30
frozen,2,15,1.2113,1.0853,1.4575,3.8298,30
frozen,2,20,1.2022,1.0907,1.4640,3.8298,30
frozen,2,25,1.1719,1.0426,1.4562,3.8298,30
frozen,2,30,1.1590,1.0570,1.4617,3.8298,30
frozen,2,35,1.1790,1.0180,1.4722,3.8298,30
frozen,2,40,1.1654,1.0815,1.5275,3.8298,30
frozen,2,45,1.3579,1.1645,1.7414,3.8298,30
frozen,2,50,1.3820,1.0888,1.7934,3.8298,30
frozen,2,55,1.6685,1.3016,2.0854,3.8298,30
frozen,2,60,1.8223,1.5349,2.2180,3.8298,30
frozen,2,65,1.9108,1.5488,2.3289,3.8298,30
frozen,2,70,1.8771,1.6070,2.1330,3.8298,30
frozen,2,75,1.8538,1.5695,1.9763,3.8298,30
frozen,2,80,1.8102,1.5778,2.1321,3.8298,30
frozen,2,85,1.7560,1.5599,2.1321,3.8298,30
frozen,2,90,1.7694,1.5599,2.1321,3.8298,30
frozen,2,95,1.8050,1.5599,2.1321,3.8298,30
frozen,2,100,1.8050,1.5599,2.1321,3.8298,30
frozen,2,105,1.8050,1.5599,2.1321,3.8298,30
frozen,2,110,1.8050,1.5599,2.1321,3.8298,30
frozen,2,115,1.8050,1.5599,2.1321,3.8298,30
frozen,2,120,1.8050,1.5599,2.1321,3.8298,30
frozen,2,125,1.8050,1.5599,2.1321,3.8298,30
frozen,2,130,1.8050,1.5599,2.1321,3.8298,30
frozen,2,135,1.8050,1.5599,2.1321,3.8298,30
frozen,2,140,1.8050,1.5599,2.1321,3.8298,30
frozen,2,145,1.8050,1.5599,2.1321,3.8298,30
frozen,2,150,1.8050,1.5599,2.1321,3.8298,30
frozen,2,155,1.8050,1.5599,2.1321,3.8298,30
frozen,2,160,1.8050,1.5599,2.1321,3.8298,30
frozen,2,165,1.8050,1.5599,2.1321,3.8298,30
frozen,2,170,1.8050,1.5599,2.1321,3.8298,30
frozen,2,175,1.8050,1.5599,2.1321,3.8298,30
frozen,2,180,1.8050,1.5599,2.1321,3.8298,30
frozen,2,185,1.8050,1.5599,2.1321,3.8298,30
frozen,2,190,1.8050,1.5599,2.1321,3.8298,30
frozen,2,195,1.8050,1.5599,2.1321,3.8298,30
frozen,2,200,1.8050,1.5599,2.1321,3.8298,30
frozen,2,205,1.8050,1.5599,2.1321,3.8298,30
frozen,2,210,1.8050,1.5599,2.1321,3.8298,30
frozen,2,215,1.8050,1.5599,2.1321,3.8298,30
frozen,2,220,1.8050,1.5599,2.1321,3.8298,30
frozen,2,225,1.8050,1.5599,2.1321,3.8298,30
frozen,2,230,1.8050,1.5599,2.1321,3.8298,30
frozen,2,235,1.8050,1.5599,2.1321,3.8298,30
frozen,2,240,1.8050,1.5599,2.1321,3.8298,30
frozen,2,245,1.8050,1.5599,2.1321,3.8298,30
frozen,2,250,1.8050,1.5599,2.1321,3.8298,30
frozen,2,255,1.8050,1.5599,2.1321,3.8298,30
frozen,2,260,1.8050,1.5599,2.1321,3.8298,30
frozen,2,265,1.8050,1.5599,2.1321,3.8298,30
frozen,2,270,1.8050,1.5599,2.1321,3.8298,30
frozen,2,275,1.8050,1.5599,2.1321,3.8298,30
frozen,2,280,1.8050,1.5599,2.1321,3.8298,30
frozen,2,285,1.8050,1.5599,2.1321,3.8298,30
frozen,2,290,1.8050,1.5599,2.1321,3.8298,30
frozen,2,295,1.8050,1.5599,2.1321,3.8298,30
frozen,3,0,1.1845,1.0240,1.4466,3.8298,30
frozen,3,5,1.1620,1.0410,1.4441,3.8298,30
frozen,3,10,1.1786,1.0154,1.4371,3.8298,30
frozen,3,15,1.2431,1.0488,1.4546,3.8298,30
frozen,3,20,1.2089,1.0645,1.4676,3.8298,30
frozen,3,25,1.2146,1.0612,1.4549,3.8298,30
frozen,3,30,1.1713,1.0504,1.4866,3.8298,30
frozen,3,35,1.1688,1.0478,1.4709,3.8298,30
frozen,3,40,1.1563,1.0691,1.4258,3.8298,30
frozen,3,45,1.3857,1.1866,1.5871,3.8298,30
frozen,3,50,1.6050,1.1477,1.9760,3.8298,30
frozen,3,55,1.7953,1.3121,2.0945,3.8298,30
frozen,3,60,1.8114,1.5686,2.2229,3.8298,30
frozen,3,65,1.9816,1.6465,2.2480,3.8298,30
frozen,3,70,1.9159,1.6554,2.2904,3.8298,30
frozen,3,75,1.9333,1.6184,2.1018,3.8298,30
frozen,3,80,1.8797,1.6822,2.1257,3.8298,30
frozen,3,85,1.8797,1.6822,2.1257,3.8298,30
frozen,3,90,1.8649,1.6359,2.1257,3.8298,30
frozen,3,95,1.8649,1.6359,2.1257,3.8298,30
frozen,3,100,1.8649,1.6359,2.1257,3.8298,30
frozen,3,105,1.8797,1.6359,2.1257,3.8298,30
frozen,3,110,1.8797,1.6359,2.1257,3.8298,30
frozen,3,115,1.8649,1.5945,2.1257,3.8298,30
frozen,3,120,1.8649,1.5945,2.1257,3.8298,30
frozen,3,125,1.8649,1.5945,2.1257,3.8298,30
frozen,3,130,1.8649,1.5945,2.1257,3.8298,30
frozen,3,135,1.8649,1.5945,2.1257,3.8298,30
frozen,3,140,1.8649,1.5945,2.1257,3.8298,30
frozen,3,145,1.8649,1.5945,2.1257,3.8298,30
frozen,3,150,1.8649,1.5945,2.1257,3.8298,30
frozen,3,155,1.8649,1.5945,2.1257,3.8298,30
frozen,3,160,1.8649,1.5945,2.1257,3.8298,30
frozen,3,165,1.8649,1.5945,2.1257,3.8298,30
frozen,3,170,1.8649,1.5945,2.1257,3.8298,30
frozen,3,175,1.8649,1.5945,2.1257,3.8298,30
frozen,3,180,1.8649,1.5945,2.1257,3.8298,30
frozen,3,185,1.8649,1.5945,2.1257,3.8298,30
frozen,3,190,1.8649,1.5945,2.1257,3.8298,30
frozen,3,195,1.8649,1.5945,2.1257,3.8298,30
frozen,3,200,1.8649,1.5945,2.1257,3.8298,30
frozen,3,205,1.8649,1.5945,2.1257,3.8298,30
frozen,3,210,1.8649,1.5945,2.1257,3.8298,30
frozen,3,215,1.8649,1.5945,2.1257,3.8298,30
frozen,3,220,1.8649,1.5945,2.1257,3.8298,30
frozen,3,225,1.8649,1.5945,2.1257,3.8298,30
frozen,3,230,1.8649,1.5945,2.1257,3.8298,30
frozen,3,235,1.8649,1.5945,2.1257,3.8298,30
frozen,3,240,1.8649,1.5945,2.1257,3.8298,30
frozen,3,245,1.8649,1.5945,2.1257,3.8298,30
frozen,3,250,1.8649,1.5945,2.1257,3.8298,30
frozen,3,255,1.8649,1.5945,2.1257,3.8298,30
frozen,3,260,1.8649,1.5945,2.1257,3.8298,30
frozen,3,265,1.8649,1.5945,2.1257,3.8298,30
frozen,3,270,1.8649,1.5945,2.1257,3.8298,30
frozen,3,275,1.8649,1.5945,2.1257,3.8298,30
frozen,3,280,1.8649,1.5945,2.1257,3.8298,30
frozen,3,285,1.8649,1.5945,2.1257,3.8298,30
frozen,3,290,1.8649,1.5945,2.1257,3.8298,30
frozen,3,295,1.8649,1.5945,2.1257,3.8298,30
frozen,4,0,1.1445,1.0202,1.4580,3.8298,30
frozen,4,5,1.1508,1.0165,1.4535,3.8298,30
frozen,4,10,1.1719,1.0586,1.4539,3.8298,30
frozen,4,15,1.2397,1.0780,1.4726,3.8298,30
frozen,4,20,1.2261,1.0687,1.4779,3.8298,30
frozen,4,25,1.2020,1.0737,1.4696,3.8298,30
frozen,4,30,1.1589,1.0578,1.4465,3.8298,30
frozen,4,35,1.1714,1.0334,1.4421,3.8298,30
frozen,4,40,1.1884,1.0197,1.4546,3.8298,30
frozen,4,45,1.3595,1.1051,1.6622,3.8298,30
frozen,4,50,1.5124,1.3177,1.7150,3.8298,30
frozen,4,55,1.6019,1.4171,1.7776,3.8298,30
frozen,4,60,1.7326,1.4455,2.1434,3.8298,30
frozen,4,65,1.8261,1.5499,2.0932,3.8298,30
frozen,4,70,1.7227,1.4480,2.0638,3.8298,30
frozen,4,75,1.7200,1.4066,1.9849,3.8298,30
frozen,4,80,1.6939,1.4675,1.8582,3.8298,30
frozen,4,85,1.7025,1.4400,1.9003,3.8298,30
frozen,4,90,1.6874,1.4400,1.8857,3.8298,30
frozen,4,95,1.6833,1.4275,1.8857,3.8298,30
frozen,4,100,1.6874,1.4400,1.8857,3.8298,30
frozen,4,105,1.6874,1.4400,1.9003,3.8298,30
frozen,4,110,1.6874,1.4400,1.9003,3.8298,30
frozen,4,115,1.6874,1.4400,1.9003,3.8298,30
frozen,4,120,1.6874,1.4400,1.9003,3.8298,30
frozen,4,125,1.6874,1.4400,1.9003,3.8298,30
frozen,4,130,1.6874,1.4400,1.9003,3.8298,30
frozen,4,135,1.6874,1.4400,1.9003,3.8298,30
frozen,4,140,1.6874,1.4400,1.9003,3.8298,30
frozen,4,145,1.6874,1.4400,1.9003,3.8298,30
frozen,4,150,1.6874,1.4400,1.9003,3.8298,30
frozen,4,155,1.6874,1.4400,1.9003,3.8298,30
frozen,4,160,1.6874,1.4400,1.9003,3.8298,30
frozen,4,165,1.6874,1.4400,1.9003,3.8298,30
frozen,4,170,1.6874,1.4400,1.9003,3.8298,30
frozen,4,175,1.6874,1.4400,1.9003,3.8298,30
frozen,4,180,1.6874,1.4400,1.9003,3.8298,30
frozen,4,185,1.6874,1.4400,1.9003,3.8298,30
frozen,4,190,1.6874,1.4400,1.9003,3.8298,30
frozen,4,195,1.6874,1.4400,1.9003,3.8298,30
frozen,4,200,1.6874,1.4400,1.9003,3.8298,30
frozen,4,205,1.6874,1.4400,1.9003,3.8298,30
frozen,4,210,1.6874,1.4400,1.9003,3.8298,30
frozen,4,215,1.6874,1.4400,1.9003,3.8298,30
frozen,4,220,1.6874,1.4400,1.9003,3.8298,30
frozen,4,225,1.6874,1.4400,1.9003,3.8298,30
frozen,4,230,1.6874,1.4400,1.9003,3.8298,30
frozen,4,235,1.6874,1.4400,1.9003,3.8298,30
frozen,4,240,1.6874,1.4400,1.9003,3.8298,30
frozen,4,245,1.6874,1.4400,1.9003,3.8298,30
frozen,4,250,1.6874,1.4400,1.9003,3.8298,30
frozen,4,255,1.6874,1.4400,1.9003,3.8298,30
frozen,4,260,1.6874,1.4400,1.9003,3.8298,30
frozen,4,265,1.6874,1.4400,1.9003,3.8298,30
frozen,4,270,1.6874,1.4400,1.9003,3.8298,30
frozen,4,275,1.6874,1.4400,1.9003,3.8298,30
frozen,4,280,1.6874,1.4400,1.9003,3.8298,30
frozen,4,285,1.6874,1.4400,1.9003,3.8298,30
frozen,4,290,1.6874,1.4400,1.9003,3.8298,30
frozen,4,295,1.6874,1.4400,1.9003,3.8298,30
er,1,0,1.1731,1.0305,1.4447,3.8298,30
er,1,5,1.1532,1.0401,1.4435,3.8298,30
er,1,10,1.1984,1.0333,1.4455,3.8298,30
er,1,15,1.2730,1.1002,1.4463,3.8298,30
er,1,20,1.2107,1.1108,1.4566,3.8298,30
er,1,25,1.2145,1.0561,1.4262,3.8298,30
er,1,30,1.1855,1.0613,1.4572,3.8298,30
er,1,35,1.1609,1.0584,1.4950,3.8298,30
er,1,40,1.3310,1.1080,1.4890,3.8298,30
er,1,45,1.4163,1.2598,1.6004,3.8298,30
er,1,50,1.5835,1.2441,1.6818,3.8298,30
er,1,55,1.7696,1.4744,1.9858,3.8298,30
er,1,60,1.8626,1.5703,2.1543,3.8298,30
er,1,65,2.0070,1.5537,2.2266,3.8298,30
er,1,70,1.8732,1.5659,2.1958,3.8298,30
er,1,75,1.8114,1.5422,2.0968,3.8298,30
er,1,80,1.7601,1.4876,2.0667,3.8298,30
er,1,85,1.7620,1.5829,2.0325,3.8298,30
er,1,90,1.7896,1.6012,2.0735,3.8298,30
er,1,95,1.7896,1.6012,2.0353,3.8298,30
er,1,100,1.7672,1.6012,2.0353,3.8298,30
er,1,105,1.7620,1.6012,2.0353,3.8298,30
er,1,110,1.7896,1.6012,2.0353,3.8298,30
er,1,115,1.7625,1.5829,2.0353,3.8298,30
er,1,120,1.7625,1.5829,2.0353,3.8298,30
er,1,125,1.7625,1.5829,2.0353,3.8298,30
er,1,130,1.7625,1.5829,2.0353,3.8298,30
er,1,135,1.7625,1.5829,2.0353,3.8298,30
er,1,140,1.7625,1.5829,2.0353,3.8298,30
er,1,145,1.7625,1.5829,2.0353,3.8298,30
er,1,150,1.7625,1.5829,2.0353,3.8298,30
er,1,155,1.7625,1.5829,2.0353,3.8298,30
er,1,160,1.7625,1.5829,2.0353,3.8298,30
er,1,165,1.7625,1.5829,2.0353,3.8298,30
er,1,170,1.7625,1.5829,2.0353,3.8298,30
er,1,175,1.7625,1.5829,2.0353,3.8298,30
er,1,180,1.7625,1.5829,2.0353,3.8298,30
er,1,185,1.7625,1.5829,2.0353,3.8298,30
er,1,190,1.7625,1.5829,2.0353,3.8298,30
er,1,195,1.7625,1.5829,2.0353,3.8298,30
er,1,200,1.7625,1.5829,2.0353,3.8298,30
er,1,205,1.7625,1.5829,2.0353,3.8298,30
er,1,210,1.7625,1.5829,2.0353,3.8298,30
er,1,215,1.7625,1.5829,2.0353,3.8298,30
er,1,220,1.7625,1.5829,2.0353,3.8298,30
er,1,225,1.7625,1.5829,2.0353,3.8298,30
er,1,230,1.7625,1.5829,2.0353,3.8298,30
er,1,235,1.7625,1.5829,2.0353,3.8298,30
er,1,240,1.7625,1.5829,2.0353,3.8298,30
er,1,245,1.7625,1.5829,2.0353,3.8298,30
er,1,250,1.7625,1.5829,2.0353,3.8298,30
er,1,255,1.7625,1.5829,2.0353,3.8298,30
er,1,260,1.7625,1.5829,2.0353,3.8298,30
er,1,265,1.7625,1.5829,2.0353,3.8298,30
er,1,270,1.7625,1.5829,2.0353,3.8298,30
er,1,275,1.7625,1.5829,2.0353,3.8298,30
er,1,280,1.7625,1.5829,2.0353,3.8298,30
er,1,285,1.7625,1.5829,2.0353,3.8298,30
er,1,290,1.7625,1.5829,2.0353,3.8298,30
er,1,295,1.7625,1.5829,2.0353,3.8298,30
er,2,0,1.1641,1.0152,1.4397,3.8298,30
er,2,5,1.1480,1.0111,1.4364,3.8298,30
er,2,10,1.1557,1.0505,1.4449,3.8298,30
er,2,15,1.1954,1.0600,1.4617,3.8298,30
er,2,20,1.1916,1.0865,1.4936,3.8298,30
er,2,25,1.1841,1.0812,1.4439,3.8298,30
er,2,30,1.2045,1.0734,1.4288,3.8298,30
er,2,35,1.1769,1.0630,1.4526,3.8298,30
er,2,40,1.1591,1.0380,1.4654,3.8298,30
er,2,45,1.4264,1.1642,1.6691,3.8298,30
er,2,50,1.4893,1.0599,1.6801,3.8298,30
er,2,55,1.7183,1.3794,1.8681,3.8298,30
er,2,60,1.7011,1.4870,2.1157,3.8298,30
er,2,65,1.7426,1.5567,2.1202,3.8298,30
er,2,70,1.7660,1.6309,2.0601,3.8298,30
er,2,75,1.7489,1.6487,1.9253,3.8298,30
er,2,80,1.7978,1.6531,2.0357,3.8298,30
er,2,85,1.7978,1.6531,2.0078,3.8298,30
er,2,90,1.7978,1.6531,1.9632,3.8298,30
er,2,95,1.7920,1.6494,1.9772,3.8298,30
er,2,100,1.7920,1.6531,2.0078,3.8298,30
er,2,105,1.7920,1.6531,2.0078,3.8298,30
er,2,110,1.7920,1.6412,2.0078,3.8298,30
er,2,115,1.7920,1.6412,2.0078,3.8298,30
er,2,120,1.7920,1.6412,2.0078,3.8298,30
er,2,125,1.7920,1.6412,2.0078,3.8298,30
er,2,130,1.7920,1.6412,2.0078,3.8298,30
er,2,135,1.7920,1.6412,2.0078,3.8298,30
er,2,140,1.7920,1.6412,2.0078,3.8298,30
er,2,145,1.7920,1.6412,2.0078,3.8298,30
er,2,150,1.7920,1.6412,2.0078,3.8298,30
er,2,155,1.7920,1.6412,2.0078,3.8298,30
er,2,160,1.7920,1.6412,2.0078,3.8298,30
er,2,165,1.7920,1.6412,2.0078,3.8298,30
er,2,170,1.7920,1.6412,2.0078,3.8298,30
er,2,175,1.7920,1.6412,2.0078,3.8298,30
er,2,180,1.7920,1.6412,2.0078,3.8298,30
er,2,185,1.7920,1.6412,2.0078,3.8298,30
er,2,190,1.7920,1.6412,2.0078,3.8298,30
er,2,195,1.7920,1.6412,2.0078,3.8298,30
er,2,200,1.7920,1.6412,2.0078,3.8298,30
er,2,205,1.7920,1.6412,2.0078,3.8298,30
er,2,210,1.7920,1.6412,2.0078,3.8298,30
er,2,215,1.7920,1.6412,2.0078,3.8298,30
er,2,220,1.7920,1.6412,2.0078,3.8298,30
er,2,225,1.7920,1.6412,2.0078,3.8298,30
er,2,230,1.7920,1.6412,2.0078,3.8298,30
er,2,235,1.7920,1.6412,2.0078,3.8298,30
er,2,240,1.7920,1.6412,2.0078,3.8298,30
er,2,245,1.7920,1.6412,2.0078,3.8298,30
er,2,250,1.7920,1.6412,2.0078,3.8298,30
er,2,255,1.7920,1.6412,2.0078,3.8298,30
er,2,260,1.7920,1.6412,2.0078,3.8298,30
er,2,265,1.7920,1.6412,2.0078,3.8298,30
er,2,270,1.7920,1.6412,2.0078,3.8298,30
er,2,275,1.7920,1.6412,2.0078,3.8298,30
er,2,280,1.7920,1.6412,2.0078,3.8298,30
er,2,285,1.7920,1.6412,2.0078,3.8298,30
er,2,290,1.7920,1.6412,2.0078,3.8298,30
er,2,295,1.7920,1.6412,2.0078,3.8298,30
er,3,0,1.1758,1.0275,1.4689,3.8298,30
er,3,5,1.1361,1.0092,1.4532,3.8298,30
er,3,10,1.1536,1.0375,1.4488,3.8298,30
er,3,15,1.1962,1.0738,1.4787,3.8298,30
er,3,20,1.2247,1.1130,1.4742,3.8298,30
er,3,25,1.2280,1.0958,1.4547,3.8298,30
er,3,30,1.3159,1.0442,1.4662,3.8298,30
er,3,35,1.2493,1.0738,1.4752,3.8298,30
er,3,40,1.2931,1.0727,1.5582,3.8298,30
er,3,45,1.5308,1.2760,1.8539,3.8298,30
er,3,50,1.6647,1.3899,2.2436,3.8298,30
er,3,55,1.9008,1.5740,2.1823,3.8298,30
er,3,60,1.9938,1.7166,2.4700,3.8298,30
er,3,65,1.9911,1.7116,2.1459,3.8298,30
er,3,70,1.8785,1.7341,2.1450,3.8298,30
er,3,75,1.8697,1.6014,2.1452,3.8298,30
er,3,80,1.7579,1.5558,2.1426,3.8298,30
er,3,85,1.6687,1.5237,2.0005,3.8298,30
er,3,90,1.6881,1.5530,2.1426,3.8298,30
er,3,95,1.8230,1.5683,2.1911,3.8298,30
er,3,100,1.8230,1.5683,2.2607,3.8298,30
er,3,105,1.8230,1.5683,2.2143,3.8298,30
er,3,110,1.8230,1.5683,2.2143,3.8298,30
er,3,115,1.7686,1.5530,2.1451,3.8298,30
er,3,120,1.7174,1.5410,2.0286,3.8298,30
er,3,125,1.7174,1.5530,2.1426,3.8298,30
er,3,130,1.7686,1.5683,2.0932,3.8298,30
er,3,135,1.7686,1.5530,2.1069,3.8298,30
er,3,140,1.7174,1.5530,2.0005,3.8298,30
er,3,145,1.7114,1.5508,2.0005,3.8298,30
er,3,150,1.7174,1.5325,2.1426,3.8298,30
er,3,155,1.7174,1.5325,2.1426,3.8298,30
er,3,160,1.7686,1.5530,2.1426,3.8298,30
er,3,165,1.7686,1.5530,2.1580,3.8298,30
er,3,170,1.7686,1.5530,2.2143,3.8298,30
er,3,175,1.7686,1.5530,2.2143,3.8298,30
er,3,180,1.7686,1.5530,2.2143,3.8298,30
er,3,185,1.7686,1.5530,2.2143,3.8298,30
er,3,190,1.7686,1.5530,2.2143,3.8298,30
er,3,195,1.7686,1.5530,2.2143,3.8298,30
er,3,200,1.7686,1.5530,2.2143,3.8298,30
er,3,205,1.7686,1.5530,2.2143,3.8298,30
er,3,210,1.7686,1.5530,2.2143,3.8298,30
er,3,215,1.7686,1.5530,2.2143,3.8298,30
er,3,220,1.7686,1.5530,2.2143,3.8298,30
er,3,225,1.7686,1.5530,2.2143,3.8298,30
er,3,230,1.7686,1.5530,2.2143,3.8298,30
er,3,235,1.7686,1.5530,2.2143,3.8298,30
er,3,240,1.7686,1.5530,2.2143,3.8298,30
er,3,245,1.7686,1.5530,2.2143,3.8298,30
er,3,250,1.7686,1.5530,2.2143,3.8298,30
er,3,255,1.7686,1.5530,2.2143,3.8298,30
er,3,260,1.7686,1.5530,2.2143,3.8298,30
er,3,265,1.7686,1.5530,2.2143,3.8298,30
er,3,270,1.7686,1.5530,2.2143,3.8298,30
er,3,275,1.7686,1.5530,2.2143,3.8298,30
er,3,280,1.7686,1.5530,2.2143,3.8298,30
er,3,285,1.7686,1.5530,2.2143,3.8298,30
er,3,290,1.7686,1.5530,2.2143,3.8298,30
er,3,295,1.7686,1.5530,2.1674,3.8298,30
er,4,0,1.1717,1.0151,1.4554,3.8298,30
er,4,5,1.1528,1.0156,1.4383,3.8298,30
er,4,10,1.1454,1.0377,1.4353,3.8298,30
er,4,15,1.1768,1.0660,1.4489,3.8298,30
er,4,20,1.1705,1.0831,1.4438,3.8298,30
er,4,25,1.2152,1.0944,1.4448,3.8298,30
er,4,30,1.2610,1.1525,1.4650,3.8298,30
er,4,35,1.2088,1.1247,1.4710,3.8298,30
er,4,40,1.2655,1.1369,1.5738,3.8298,30
er,4,45,1.6453,1.4593,2.1228,3.8298,30
er,4,50,1.7983,1.6768,2.2288,3.8298,30
er,4,55,1.9579,1.7531,2.2617,3.8298,30
er,4,60,2.1554,1.8457,2.5178,3.8298,30
er,4,65,2.2204,1.9693,2.4444,3.8298,30
er,4,70,2.3685,1.9441,2.4671,3.8298,30
er,4,75,2.0860,1.7383,2.4886,3.8298,30
er,4,80,2.1237,1.7104,2.6042,3.8298,30
er,4,85,2.1208,1.7993,2.4374,3.8298,30
er,4,90,2.1143,1.8005,2.5631,3.8298,30
er,4,95,2.2565,1.8290,2.6584,3.8298,30
er,4,100,2.3432,1.9184,2.6751,3.8298,30
er,4,105,2.2414,1.9395,2.6354,3.8298,30
er,4,110,2.3189,1.9184,2.6354,3.8298,30
er,4,115,2.3409,1.9184,2.6354,3.8298,30
er,4,120,2.2893,1.9184,2.8027,3.8298,30
er,4,125,2.2074,1.8290,2.8616,3.8298,30
er,4,130,2.1661,1.8290,2.7913,3.8298,30
er,4,135,2.1854,1.8770,2.8322,3.8298,30
er,4,140,2.1994,1.8541,2.8616,3.8298,30
er,4,145,2.2585,1.9184,2.8616,3.8298,30
er,4,150,2.2792,1.9184,2.8616,3.8298,30
er,4,155,2.2970,1.9184,2.8616,3.8298,30
er,4,160,2.2792,1.9184,2.8616,3.8298,30
er,4,165,2.3381,1.9184,2.9700,3.8298,30
er,4,170,2.3442,1.9184,2.9262,3.8298,30
er,4,175,2.3412,1.9184,2.9700,3.8298,30
er,4,180,2.2954,1.9184,2.9700,3.8298,30
er,4,185,2.3143,1.9184,2.9700,3.8298,30
er,4,190,2.3244,1.9184,2.9700,3.8298,30
er,4,195,2.3510,1.9184,2.9700,3.8298,30
er,4,200,2.3917,1.9184,2.9700,3.8298,30
er,4,205,2.3917,1.9184,2.9700,3.8298,30
er,4,210,2.3917,1.9184,2.9709,3.8298,30
er,4,215,2.3917,1.9184,3.0505,3.8298,30
er,4,220,2.3917,1.9184,3.0505,3.8298,30
er,4,225,2.3917,1.9184,3.0505,3.8298,30
er,4,230,2.3917,1.9184,3.0505,3.8298,30
er,4,235,2.3917,1.9184,3.0505,3.8298,30
er,4,240,2.3917,1.9184,3.0505,3.8298,30
er,4,245,2.3917,1.9184,3.0505,3.8298,30
er,4,250,2.3917,1.9184,3.0505,3.8298,30
er,4,255,2.3917,1.9184,3.0505,3.8298,30
er,4,260,2.3917,1.9184,3.0505,3.8298,30
